Path,ClassId
1\1_00001_00008_00007.png,0
1\1_00001_00008_00008.png,0
1\1_00001_00008_00009.png,0
1\1_00001_00008_00010.png,0
1\1_00001_00008_00011.png,0
1\1_00001_00008_00012.png,0
1\1_00001_00008_00013.png,0
1\1_00001_00008_00014.png,0
1\1_00001_00008_00015.png,0
1\1_00001_00008_00016.png,0
1\1_00001_00008_00017.png,0
1\1_00001_00008_00018.png,0
1\1_00001_00008_00019.png,0
1\1_00001_00008_00020.png,0
1\1_00001_00008_00021.png,0
1\1_00001_00008_00022.png,0
1\1_00001_00008_00023.png,0
1\1_00001_00008_00024.png,0
1\1_00001_00008_00025.png,0
1\1_00001_00008_00026.png,0
1\1_00001_00008_00027.png,0
1\1_00001_00008_00028.png,0
1\1_00001_00008_00029.png,0
1\1_00001_00009_00000.png,0
1\1_00001_00009_00001.png,0
1\1_00001_00009_00002.png,0
1\1_00001_00009_00003.png,0
1\1_00001_00009_00004.png,0
1\1_00001_00009_00005.png,0
1\1_00001_00009_00006.png,0
1\1_00001_00009_00007.png,0
1\1_00001_00009_00008.png,0
1\1_00001_00009_00009.png,0
1\1_00001_00009_00010.png,0
1\1_00001_00009_00011.png,0
1\1_00001_00009_00012.png,0
1\1_00001_00009_00013.png,0
1\1_00001_00009_00014.png,0
1\1_00001_00009_00015.png,0
1\1_00001_00009_00016.png,0
1\1_00001_00009_00017.png,0
1\1_00001_00009_00018.png,0
1\1_00001_00009_00019.png,0
1\1_00001_00009_00020.png,0
1\1_00001_00009_00021.png,0
1\1_00001_00009_00022.png,0
1\1_00001_00009_00023.png,0
1\1_00001_00009_00024.png,0
1\1_00001_00009_00025.png,0
1\1_00001_00009_00026.png,0
1\1_00001_00009_00027.png,0
1\1_00001_00009_00028.png,0
1\1_00001_00009_00029.png,0
1\1_00001_00010_00000.png,0
1\1_00001_00010_00001.png,0
1\1_00001_00010_00002.png,0
1\1_00001_00010_00003.png,0
1\1_00001_00010_00004.png,0
1\1_00001_00010_00005.png,0
1\1_00001_00010_00006.png,0
1\1_00001_00010_00007.png,0
1\1_00001_00010_00008.png,0
1\1_00001_00010_00009.png,0
1\1_00001_00010_00010.png,0
1\1_00001_00010_00011.png,0
1\1_00001_00010_00012.png,0
1\1_00001_00010_00013.png,0
1\1_00001_00010_00014.png,0
1\1_00001_00010_00015.png,0
1\1_00001_00010_00016.png,0
1\1_00001_00010_00017.png,0
1\1_00001_00010_00018.png,0
1\1_00001_00010_00019.png,0
1\1_00001_00010_00020.png,0
1\1_00001_00010_00021.png,0
1\1_00001_00010_00022.png,0
1\1_00001_00010_00023.png,0
1\1_00001_00010_00024.png,0
1\1_00001_00010_00025.png,0
1\1_00001_00010_00026.png,0
1\1_00001_00010_00027.png,0
1\1_00001_00010_00028.png,0
1\1_00001_00010_00029.png,0
1\1_00001_00011_00000.png,0
1\1_00001_00011_00001.png,0
1\1_00001_00011_00002.png,0
1\1_00001_00011_00003.png,0
1\1_00001_00011_00004.png,0
1\1_00001_00011_00005.png,0
1\1_00001_00011_00006.png,0
1\1_00001_00011_00007.png,0
1\1_00001_00011_00008.png,0
1\1_00001_00011_00009.png,0
1\1_00001_00011_00010.png,0
1\1_00001_00011_00011.png,0
1\1_00001_00011_00012.png,0
1\1_00001_00011_00013.png,0
1\1_00001_00011_00014.png,0
1\1_00001_00011_00015.png,0
1\1_00001_00011_00016.png,0
1\1_00001_00011_00017.png,0
1\1_00001_00011_00018.png,0
1\1_00001_00011_00019.png,0
1\1_00001_00011_00020.png,0
1\1_00001_00011_00021.png,0
1\1_00001_00011_00022.png,0
1\1_00001_00011_00023.png,0
1\1_00001_00011_00024.png,0
1\1_00001_00011_00025.png,0
1\1_00001_00011_00026.png,0
1\1_00001_00011_00027.png,0
1\1_00001_00011_00028.png,0
1\1_00001_00011_00029.png,0
1\1_00001_00012_00000.png,0
1\1_00001_00012_00001.png,0
1\1_00001_00012_00002.png,0
1\1_00001_00012_00003.png,0
1\1_00001_00012_00004.png,0
1\1_00001_00012_00005.png,0
1\1_00001_00012_00006.png,0
1\1_00001_00012_00007.png,0
1\1_00001_00012_00008.png,0
1\1_00001_00012_00009.png,0
1\1_00001_00012_00010.png,0
1\1_00001_00012_00011.png,0
1\1_00001_00012_00012.png,0
1\1_00001_00012_00013.png,0
1\1_00001_00012_00014.png,0
1\1_00001_00012_00015.png,0
1\1_00001_00012_00016.png,0
1\1_00001_00012_00017.png,0
1\1_00001_00012_00018.png,0
1\1_00001_00012_00019.png,0
1\1_00001_00012_00020.png,0
1\1_00001_00012_00021.png,0
1\1_00001_00012_00022.png,0
1\1_00001_00012_00023.png,0
1\1_00001_00012_00024.png,0
1\1_00001_00012_00025.png,0
1\1_00001_00012_00026.png,0
1\1_00001_00012_00027.png,0
1\1_00001_00012_00028.png,0
1\1_00001_00012_00029.png,0
1\1_00001_00013_00000.png,0
1\1_00001_00013_00001.png,0
1\1_00001_00013_00002.png,0
1\1_00001_00013_00003.png,0
1\1_00001_00013_00004.png,0
1\1_00001_00013_00005.png,0
1\1_00001_00013_00006.png,0
1\1_00001_00013_00007.png,0
1\1_00001_00013_00008.png,0
1\1_00001_00013_00009.png,0
1\1_00001_00013_00010.png,0
1\1_00001_00013_00011.png,0
1\1_00001_00013_00012.png,0
1\1_00001_00013_00013.png,0
1\1_00001_00013_00014.png,0
1\1_00001_00013_00015.png,0
1\1_00001_00013_00016.png,0
1\1_00001_00013_00017.png,0
1\1_00001_00013_00018.png,0
1\1_00001_00013_00019.png,0
1\1_00001_00013_00020.png,0
1\1_00001_00013_00021.png,0
1\1_00001_00013_00022.png,0
1\1_00001_00013_00023.png,0
1\1_00001_00013_00024.png,0
1\1_00001_00013_00025.png,0
1\1_00001_00013_00026.png,0
1\1_00001_00013_00027.png,0
1\1_00001_00013_00028.png,0
1\1_00001_00013_00029.png,0
1\1_00001_00014_00000.png,0
1\1_00001_00014_00001.png,0
1\1_00001_00014_00002.png,0
1\1_00001_00014_00003.png,0
1\1_00001_00014_00004.png,0
1\1_00001_00014_00005.png,0
1\1_00001_00014_00006.png,0
1\1_00001_00014_00007.png,0
1\1_00001_00014_00008.png,0
1\1_00001_00014_00009.png,0
1\1_00001_00014_00010.png,0
1\1_00001_00014_00011.png,0
1\1_00001_00014_00012.png,0
1\1_00001_00014_00013.png,0
1\1_00001_00014_00014.png,0
1\1_00001_00014_00015.png,0
1\1_00001_00014_00016.png,0
1\1_00001_00014_00017.png,0
1\1_00001_00014_00018.png,0
1\1_00001_00014_00019.png,0
1\1_00001_00014_00020.png,0
1\1_00001_00014_00021.png,0
1\1_00001_00014_00022.png,0
1\1_00001_00014_00023.png,0
1\1_00001_00014_00024.png,0
1\1_00001_00014_00025.png,0
1\1_00001_00014_00026.png,0
1\1_00001_00014_00027.png,0
1\1_00001_00014_00028.png,0
1\1_00001_00014_00029.png,0
1\1_00001_00015_00000.png,0
1\1_00001_00015_00001.png,0
1\1_00001_00015_00002.png,0
1\1_00001_00015_00003.png,0
1\1_00001_00015_00004.png,0
1\1_00001_00015_00005.png,0
1\1_00001_00015_00006.png,0
1\1_00001_00015_00007.png,0
1\1_00001_00015_00008.png,0
1\1_00001_00015_00009.png,0
1\1_00001_00015_00010.png,0
1\1_00001_00015_00011.png,0
1\1_00001_00015_00012.png,0
1\1_00001_00015_00013.png,0
1\1_00001_00015_00014.png,0
1\1_00001_00015_00015.png,0
1\1_00001_00015_00016.png,0
1\1_00001_00015_00017.png,0
1\1_00001_00015_00018.png,0
1\1_00001_00015_00019.png,0
1\1_00001_00015_00020.png,0
1\1_00001_00015_00021.png,0
1\1_00001_00015_00022.png,0
1\1_00001_00015_00023.png,0
1\1_00001_00015_00024.png,0
1\1_00001_00015_00025.png,0
1\1_00001_00015_00026.png,0
1\1_00001_00015_00027.png,0
1\1_00001_00015_00028.png,0
1\1_00001_00015_00029.png,0
1\1_00001_00016_00000.png,0
1\1_00001_00016_00001.png,0
1\1_00001_00016_00002.png,0
1\1_00001_00016_00003.png,0
1\1_00001_00016_00004.png,0
1\1_00001_00016_00005.png,0
1\1_00001_00016_00006.png,0
1\1_00001_00016_00007.png,0
1\1_00001_00016_00008.png,0
1\1_00001_00016_00009.png,0
1\1_00001_00016_00010.png,0
1\1_00001_00016_00011.png,0
1\1_00001_00016_00012.png,0
1\1_00001_00016_00013.png,0
1\1_00001_00016_00014.png,0
1\1_00001_00016_00015.png,0
1\1_00001_00016_00016.png,0
1\1_00001_00016_00017.png,0
1\1_00001_00016_00018.png,0
1\1_00001_00016_00019.png,0
1\1_00001_00016_00020.png,0
1\1_00001_00016_00021.png,0
1\1_00001_00016_00022.png,0
1\1_00001_00016_00023.png,0
1\1_00001_00016_00024.png,0
1\1_00001_00016_00025.png,0
1\1_00001_00016_00026.png,0
1\1_00001_00016_00027.png,0
1\1_00001_00016_00028.png,0
1\1_00001_00016_00029.png,0
1\1_00001_00017_00000.png,0
1\1_00001_00017_00001.png,0
1\1_00001_00017_00002.png,0
1\1_00001_00017_00003.png,0
1\1_00001_00017_00004.png,0
1\1_00001_00017_00005.png,0
1\1_00001_00017_00006.png,0
1\1_00001_00017_00007.png,0
1\1_00001_00017_00008.png,0
1\1_00001_00017_00009.png,0
1\1_00001_00017_00010.png,0
1\1_00001_00017_00011.png,0
1\1_00001_00017_00012.png,0
1\1_00001_00017_00013.png,0
1\1_00001_00017_00014.png,0
1\1_00001_00017_00015.png,0
1\1_00001_00017_00016.png,0
1\1_00001_00017_00017.png,0
1\1_00001_00017_00018.png,0
1\1_00001_00017_00019.png,0
1\1_00001_00017_00020.png,0
1\1_00001_00017_00021.png,0
1\1_00001_00017_00022.png,0
1\1_00001_00017_00023.png,0
1\1_00001_00017_00024.png,0
1\1_00001_00017_00025.png,0
1\1_00001_00017_00026.png,0
1\1_00001_00017_00027.png,0
1\1_00001_00017_00028.png,0
1\1_00001_00017_00029.png,0
1\1_00001_00018_00000.png,0
1\1_00001_00018_00001.png,0
1\1_00001_00018_00002.png,0
1\1_00001_00018_00003.png,0
1\1_00001_00018_00004.png,0
1\1_00001_00018_00005.png,0
1\1_00001_00018_00006.png,0
1\1_00001_00018_00007.png,0
1\1_00001_00018_00008.png,0
1\1_00001_00018_00009.png,0
1\1_00001_00018_00010.png,0
1\1_00001_00018_00011.png,0
1\1_00001_00018_00012.png,0
1\1_00001_00018_00013.png,0
1\1_00001_00018_00014.png,0
1\1_00001_00018_00015.png,0
1\1_00001_00018_00016.png,0
1\1_00001_00018_00017.png,0
1\1_00001_00018_00018.png,0
1\1_00001_00018_00019.png,0
1\1_00001_00018_00020.png,0
1\1_00001_00018_00021.png,0
1\1_00001_00018_00022.png,0
1\1_00001_00018_00023.png,0
1\1_00001_00018_00024.png,0
1\1_00001_00018_00025.png,0
1\1_00001_00018_00026.png,0
1\1_00001_00018_00027.png,0
1\1_00001_00018_00028.png,0
1\1_00001_00018_00029.png,0
1\1_00001_00019_00000.png,0
1\1_00001_00019_00001.png,0
1\1_00001_00019_00002.png,0
1\1_00001_00019_00003.png,0
1\1_00001_00019_00004.png,0
1\1_00001_00019_00005.png,0
1\1_00001_00019_00006.png,0
1\1_00001_00019_00007.png,0
1\1_00001_00019_00008.png,0
1\1_00001_00019_00009.png,0
1\1_00001_00019_00010.png,0
1\1_00001_00019_00011.png,0
1\1_00001_00019_00012.png,0
1\1_00001_00019_00013.png,0
1\1_00001_00019_00014.png,0
1\1_00001_00019_00015.png,0
1\1_00001_00019_00016.png,0
1\1_00001_00019_00017.png,0
1\1_00001_00019_00018.png,0
1\1_00001_00019_00019.png,0
1\1_00001_00019_00020.png,0
1\1_00001_00019_00021.png,0
1\1_00001_00019_00022.png,0
1\1_00001_00019_00023.png,0
1\1_00001_00019_00024.png,0
1\1_00001_00019_00025.png,0
1\1_00001_00019_00026.png,0
1\1_00001_00019_00027.png,0
1\1_00001_00019_00028.png,0
1\1_00001_00019_00029.png,0
1\1_00001_00020_00000.png,0
1\1_00001_00020_00001.png,0
1\1_00001_00020_00002.png,0
1\1_00001_00020_00003.png,0
1\1_00001_00020_00004.png,0
1\1_00001_00020_00005.png,0
1\1_00001_00020_00006.png,0
1\1_00001_00020_00007.png,0
1\1_00001_00020_00008.png,0
1\1_00001_00020_00009.png,0
1\1_00001_00020_00010.png,0
1\1_00001_00020_00011.png,0
1\1_00001_00020_00012.png,0
1\1_00001_00020_00013.png,0
1\1_00001_00020_00014.png,0
1\1_00001_00020_00015.png,0
1\1_00001_00020_00016.png,0
1\1_00001_00020_00017.png,0
1\1_00001_00020_00018.png,0
1\1_00001_00020_00019.png,0
1\1_00001_00020_00020.png,0
1\1_00001_00020_00021.png,0
1\1_00001_00020_00022.png,0
1\1_00001_00020_00023.png,0
1\1_00001_00020_00024.png,0
1\1_00001_00020_00025.png,0
1\1_00001_00020_00026.png,0
1\1_00001_00020_00027.png,0
1\1_00001_00020_00028.png,0
1\1_00001_00020_00029.png,0
1\1_00001_00021_00000.png,0
1\1_00001_00021_00001.png,0
1\1_00001_00021_00002.png,0
1\1_00001_00021_00003.png,0
1\1_00001_00021_00004.png,0
1\1_00001_00021_00005.png,0
1\1_00001_00021_00006.png,0
1\1_00001_00021_00007.png,0
1\1_00001_00021_00008.png,0
1\1_00001_00021_00009.png,0
1\1_00001_00021_00010.png,0
1\1_00001_00021_00011.png,0
1\1_00001_00021_00012.png,0
1\1_00001_00021_00013.png,0
1\1_00001_00021_00014.png,0
1\1_00001_00021_00015.png,0
1\1_00001_00021_00016.png,0
1\1_00001_00021_00017.png,0
1\1_00001_00021_00018.png,0
1\1_00001_00021_00019.png,0
1\1_00001_00021_00020.png,0
1\1_00001_00021_00021.png,0
1\1_00001_00021_00022.png,0
1\1_00001_00021_00023.png,0
1\1_00001_00021_00024.png,0
1\1_00001_00021_00025.png,0
1\1_00001_00021_00026.png,0
1\1_00001_00021_00027.png,0
1\1_00001_00021_00028.png,0
1\1_00001_00021_00029.png,0
1\1_00001_00022_00000.png,0
1\1_00001_00022_00001.png,0
1\1_00001_00022_00002.png,0
1\1_00001_00022_00003.png,0
1\1_00001_00022_00004.png,0
1\1_00001_00022_00005.png,0
1\1_00001_00022_00006.png,0
1\1_00001_00022_00007.png,0
1\1_00001_00022_00008.png,0
1\1_00001_00022_00009.png,0
1\1_00001_00022_00010.png,0
1\1_00001_00022_00011.png,0
1\1_00001_00022_00012.png,0
1\1_00001_00022_00013.png,0
1\1_00001_00022_00014.png,0
1\1_00001_00022_00015.png,0
1\1_00001_00022_00016.png,0
1\1_00001_00022_00017.png,0
1\1_00001_00022_00018.png,0
1\1_00001_00022_00019.png,0
1\1_00001_00022_00020.png,0
1\1_00001_00022_00021.png,0
1\1_00001_00022_00022.png,0
1\1_00001_00022_00023.png,0
1\1_00001_00022_00024.png,0
1\1_00001_00022_00025.png,0
1\1_00001_00022_00026.png,0
1\1_00001_00022_00027.png,0
1\1_00001_00022_00028.png,0
1\1_00001_00022_00029.png,0
1\1_00001_00023_00000.png,0
1\1_00001_00023_00001.png,0
1\1_00001_00023_00002.png,0
1\1_00001_00023_00003.png,0
1\1_00001_00023_00004.png,0
1\1_00001_00023_00005.png,0
1\1_00001_00023_00006.png,0
1\1_00001_00023_00007.png,0
1\1_00001_00023_00008.png,0
1\1_00001_00023_00009.png,0
1\1_00001_00023_00010.png,0
1\1_00001_00023_00011.png,0
1\1_00001_00023_00012.png,0
1\1_00001_00023_00013.png,0
1\1_00001_00023_00014.png,0
1\1_00001_00023_00015.png,0
1\1_00001_00023_00016.png,0
1\1_00001_00023_00017.png,0
1\1_00001_00023_00018.png,0
1\1_00001_00023_00019.png,0
1\1_00001_00023_00020.png,0
1\1_00001_00023_00021.png,0
1\1_00001_00023_00022.png,0
1\1_00001_00023_00023.png,0
1\1_00001_00023_00024.png,0
1\1_00001_00023_00025.png,0
1\1_00001_00023_00026.png,0
1\1_00001_00023_00027.png,0
1\1_00001_00023_00028.png,0
1\1_00001_00023_00029.png,0
1\1_00001_00024_00000.png,0
1\1_00001_00024_00001.png,0
1\1_00001_00024_00002.png,0
1\1_00001_00024_00003.png,0
1\1_00001_00024_00004.png,0
1\1_00001_00024_00005.png,0
1\1_00001_00024_00006.png,0
1\1_00001_00024_00007.png,0
1\1_00001_00024_00008.png,0
1\1_00001_00024_00009.png,0
1\1_00001_00024_00010.png,0
1\1_00001_00024_00011.png,0
1\1_00001_00024_00012.png,0
1\1_00001_00024_00013.png,0
1\1_00001_00024_00014.png,0
1\1_00001_00024_00015.png,0
1\1_00001_00024_00016.png,0
1\1_00001_00024_00017.png,0
1\1_00001_00024_00018.png,0
1\1_00001_00024_00019.png,0
1\1_00001_00024_00020.png,0
1\1_00001_00024_00021.png,0
1\1_00001_00024_00022.png,0
1\1_00001_00024_00023.png,0
1\1_00001_00024_00024.png,0
1\1_00001_00024_00025.png,0
1\1_00001_00024_00026.png,0
1\1_00001_00024_00027.png,0
1\1_00001_00024_00028.png,0
1\1_00001_00024_00029.png,0
1\1_00001_00025_00000.png,0
1\1_00001_00025_00001.png,0
1\1_00001_00025_00002.png,0
1\1_00001_00025_00003.png,0
1\1_00001_00025_00004.png,0
1\1_00001_00025_00005.png,0
1\1_00001_00025_00006.png,0
1\1_00001_00025_00007.png,0
1\1_00001_00025_00008.png,0
1\1_00001_00025_00009.png,0
1\1_00001_00025_00010.png,0
1\1_00001_00025_00011.png,0
1\1_00001_00025_00012.png,0
1\1_00001_00025_00013.png,0
1\1_00001_00025_00014.png,0
1\1_00001_00025_00015.png,0
1\1_00001_00025_00016.png,0
1\1_00001_00025_00017.png,0
1\1_00001_00025_00018.png,0
1\1_00001_00025_00019.png,0
1\1_00001_00025_00020.png,0
1\1_00001_00025_00021.png,0
1\1_00001_00025_00022.png,0
1\1_00001_00025_00023.png,0
1\1_00001_00025_00024.png,0
1\1_00001_00025_00025.png,0
1\1_00001_00025_00026.png,0
1\1_00001_00025_00027.png,0
1\1_00001_00025_00028.png,0
1\1_00001_00025_00029.png,0
1\1_00001_00026_00000.png,0
1\1_00001_00026_00001.png,0
1\1_00001_00026_00002.png,0
1\1_00001_00026_00003.png,0
1\1_00001_00026_00004.png,0
1\1_00001_00026_00005.png,0
1\1_00001_00026_00006.png,0
1\1_00001_00026_00007.png,0
1\1_00001_00026_00008.png,0
1\1_00001_00026_00009.png,0
1\1_00001_00026_00010.png,0
1\1_00001_00026_00011.png,0
1\1_00001_00026_00012.png,0
1\1_00001_00026_00013.png,0
1\1_00001_00026_00014.png,0
1\1_00001_00026_00015.png,0
1\1_00001_00026_00016.png,0
1\1_00001_00026_00017.png,0
1\1_00001_00026_00018.png,0
1\1_00001_00026_00019.png,0
1\1_00001_00026_00020.png,0
1\1_00001_00026_00021.png,0
1\1_00001_00026_00022.png,0
1\1_00001_00026_00023.png,0
1\1_00001_00026_00024.png,0
1\1_00001_00026_00025.png,0
1\1_00001_00026_00026.png,0
1\1_00001_00026_00027.png,0
1\1_00001_00026_00028.png,0
1\1_00001_00026_00029.png,0
1\1_00001_00027_00000.png,0
1\1_00001_00027_00001.png,0
1\1_00001_00027_00002.png,0
1\1_00001_00027_00003.png,0
1\1_00001_00027_00004.png,0
1\1_00001_00027_00005.png,0
1\1_00001_00027_00006.png,0
1\1_00001_00027_00007.png,0
1\1_00001_00027_00008.png,0
1\1_00001_00027_00009.png,0
1\1_00001_00027_00010.png,0
1\1_00001_00027_00011.png,0
